time	V(vout)	V(n001)
8.933021059072640e-003	8.566313e+000	3.247711e-001
8.933123321680253e-003	8.567101e+000	3.259390e-001
8.933326894491724e-003	8.567361e+000	3.282634e-001
8.933385150109845e-003	8.567627e+000	3.289285e-001
8.933508112559318e-003	8.572194e+000	3.303325e-001
8.933564099634826e-003	8.575699e+000	3.309720e-001
8.933669641885795e-003	8.580070e+000	3.321780e-001
8.933739155124781e-003	8.581351e+000	3.329725e-001
8.933905041923412e-003	8.582413e+000	3.348685e-001
8.969508847979627e-003	8.582636e+000	7.296298e-001
9.005112654035842e-003	8.582828e+000	1.107571e+000
9.040716460092057e-003	8.582990e+000	1.468693e+000
9.076320266148271e-003	8.583121e+000	1.812996e+000
9.111924072204486e-003	8.583222e+000	2.140478e+000
9.147527878260701e-003	8.583292e+000	2.451141e+000
9.183131684316916e-003	8.583331e+000	2.744984e+000
9.246747755745490e-003	8.583467e+000	3.231010e+000
9.310363827174064e-003	8.583593e+000	3.683463e+000
9.373979898602638e-003	8.583710e+000	4.102343e+000
9.437595970031212e-003	8.583818e+000	4.487650e+000
9.501212041459786e-003	8.583917e+000	4.839383e+000
9.564828112888359e-003	8.584006e+000	5.157543e+000
9.628444184316933e-003	8.584086e+000	5.442130e+000
9.651881684316934e-003	8.584114e+000	5.543051e+000
9.675319184316935e-003	8.584141e+000	5.641000e+000
9.698756684316936e-003	8.584168e+000	5.735976e+000
9.722194184316937e-003	8.584195e+000	5.827981e+000
9.745631684316938e-003	8.584221e+000	5.917013e+000
9.769069184316939e-003	8.584247e+000	6.003072e+000
9.792506684316939e-003	8.584272e+000	6.086160e+000
9.804225434316940e-003	8.584294e+000	6.126795e+000
9.821009361565596e-003	8.593370e+000	6.183925e+000
9.827544270486382e-003	8.623856e+000	6.205905e+000
9.839140143185626e-003	8.736283e+000	6.245567e+000
9.844824732589422e-003	8.795319e+000	6.265427e+000
9.849088174642268e-003	8.839429e+000	6.280532e+000
9.851219895668692e-003	8.855059e+000	6.288143e+000
9.851455271675681e-003	8.853745e+000	6.288983e+000
9.851926023689658e-003	8.843274e+000	6.290660e+000
9.851992907122825e-003	8.839828e+000	6.290897e+000
9.852126673989159e-003	8.826627e+000	6.291369e+000
9.852293020537317e-003	8.797476e+000	6.291950e+000
9.852465763012259e-003	8.740644e+000	6.292541e+000
9.852647103172987e-003	8.646295e+000	6.293143e+000
9.852749865926901e-003	8.579945e+000	6.293473e+000
9.852869196192309e-003	8.496259e+000	6.293844e+000
9.852956347992489e-003	8.427128e+000	6.294106e+000
9.853051281715704e-003	8.342291e+000	6.294381e+000
9.853171671130206e-003	8.228106e+000	6.294713e+000
9.853295933048544e-003	8.104361e+000	6.295033e+000
9.853456512653215e-003	7.940455e+000	6.295416e+000
9.854376384354860e-003	7.010062e+000	6.296851e+000
9.854935686866802e-003	6.457288e+000	6.297134e+000
9.855720183285455e-003	5.702999e+000	6.296923e+000
9.856245771206595e-003	5.224163e+000	6.296399e+000
9.856621694282542e-003	4.920538e+000	6.295792e+000
9.856971746020083e-003	4.697188e+000	6.295085e+000
9.857321859713043e-003	4.539587e+000	6.294285e+000
9.857640811329595e-003	4.444512e+000	6.293501e+000
9.857945151925307e-003	4.387408e+000	6.292719e+000
9.858352853425558e-003	4.341941e+000	6.291642e+000
9.858852370175072e-003	4.308964e+000	6.290301e+000
9.859052222263470e-003	4.299547e+000	6.289760e+000
9.859155957980760e-003	4.291385e+000	6.289477e+000
9.859208213557569e-003	4.280026e+000	6.289334e+000
9.859254079047520e-003	4.261474e+000	6.289207e+000
9.859300414673094e-003	4.235503e+000	6.289078e+000
9.859378436415177e-003	4.182849e+000	6.288855e+000
9.859472292255851e-003	4.112933e+000	6.288580e+000
9.859565390934964e-003	4.039208e+000	6.288296e+000
9.859911140993577e-003	3.752288e+000	6.287156e+000
9.860171640027317e-003	3.529628e+000	6.286206e+000
9.860413286147776e-003	3.320601e+000	6.285250e+000
9.860804895743430e-003	2.980183e+000	6.283538e+000
9.861820209203724e-003	2.105090e+000	6.278243e+000
9.862727456112884e-003	1.339864e+000	6.272439e+000
9.863755200011787e-003	4.948276e-001	6.264712e+000
9.865261908172820e-003	-6.970552e-001	6.251145e+000
9.867267250028454e-003	-2.195378e+000	6.229389e+000
9.869877220013474e-003	-3.975105e+000	6.195060e+000
9.873483065990400e-003	-6.066346e+000	6.138007e+000
9.878327030226290e-003	-8.409378e+000	6.051502e+000
9.878429713592806e-003	-8.449560e+000	6.049527e+000
9.878635080325838e-003	-8.516419e+000	6.045412e+000
9.879045813791901e-003	-8.641171e+000	6.037130e+000
9.879657052824899e-003	-8.803123e+000	6.024720e+000
9.879979819912664e-003	-8.859740e+000	6.018128e+000
9.880353292852230e-003	-8.884758e+000	6.010475e+000
9.880646020250589e-003	-8.887950e+000	6.004474e+000
9.881949598729643e-003	-8.887708e+000	5.977782e+000
9.889001751984941e-003	-8.887870e+000	5.834287e+000
9.927574231038874e-003	-8.887976e+000	5.078082e+000
9.966146710092808e-003	-8.888073e+000	4.356405e+000
1.000471918914674e-002	-8.888161e+000	3.669256e+000
1.004329166820067e-002	-8.888240e+000	3.016635e+000
1.008186414725461e-002	-8.888311e+000	2.398542e+000
1.012043662630854e-002	-8.888372e+000	1.814977e+000
1.015900910536247e-002	-8.888425e+000	1.265940e+000
1.018244660536247e-002	-8.888460e+000	9.437773e-001
1.018730825718977e-002	-8.888653e+000	8.781369e-001
1.019216990901707e-002	-8.888757e+000	8.129374e-001
1.019703156084437e-002	-8.888773e+000	7.481787e-001
1.020189321267167e-002	-8.888701e+000	6.838607e-001
1.020675486449897e-002	-8.888541e+000	6.199836e-001
1.021161651632627e-002	-8.888292e+000	5.565472e-001
1.021647816815357e-002	-8.887956e+000	4.935516e-001
1.021748061571449e-002	-8.887116e+000	4.806314e-001
1.021848306327542e-002	-8.885283e+000	4.677338e-001
1.021948551083634e-002	-8.882455e+000	4.548586e-001
1.022048795839726e-002	-8.878632e+000	4.420060e-001
1.022149040595818e-002	-8.873816e+000	4.291759e-001
1.022249285351911e-002	-8.868005e+000	4.163684e-001
1.022349530108003e-002	-8.861199e+000	4.035833e-001
1.022418306231721e-002	-8.849065e+000	3.948467e-001
1.022482290568473e-002	-8.829913e+000	3.867386e-001
1.022535563701923e-002	-8.799586e+000	3.800146e-001
1.022586923461023e-002	-8.744349e+000	3.735720e-001
1.022639791074602e-002	-8.653280e+000	3.669924e-001
1.022670120821210e-002	-8.580586e+000	3.632579e-001
1.022713148186378e-002	-8.455534e+000	3.580260e-001
1.022752245786298e-002	-8.330662e+000	3.533356e-001
1.022789353986995e-002	-8.203477e+000	3.489578e-001
1.022838431314002e-002	-8.023641e+000	3.433014e-001
1.022925622445319e-002	-7.674315e+000	3.336793e-001
1.023100004707954e-002	-6.876805e+000	3.162819e-001
1.023448769233225e-002	-5.019283e+000	2.878017e-001
1.023837424812708e-002	-2.640168e+000	2.655449e-001
1.024132022070359e-002	-6.370563e-001	2.561224e-001
1.024249498454311e-002	2.154715e-001	2.547711e-001
1.024312594203024e-002	6.905634e-001	2.549415e-001
1.024403022913866e-002	1.384435e+000	2.559474e-001
1.024524885408768e-002	2.340813e+000	2.588267e-001
1.024649099430826e-002	3.328270e+000	2.632883e-001
1.024711909407592e-002	3.821250e+000	2.660363e-001
1.024743444261231e-002	4.052214e+000	2.676125e-001
1.024758058408289e-002	4.138445e+000	2.683847e-001
1.024764154594019e-002	4.159078e+000	2.687136e-001
1.024768321625828e-002	4.164022e+000	2.689397e-001
1.024770708112281e-002	4.164799e+000	2.690693e-001
1.024776411552803e-002	4.165241e+000	2.693792e-001
1.024880188366866e-002	4.166188e+000	2.750132e-001
1.024925248949906e-002	4.171361e+000	2.774591e-001
1.024977873615423e-002	4.233469e+000	2.803252e-001
1.024996111962017e-002	4.321614e+000	2.813364e-001
1.025013347443372e-002	4.454898e+000	2.823215e-001
1.025028876509710e-002	4.581777e+000	2.832374e-001
1.025045296207615e-002	4.720639e+000	2.842444e-001
1.025078135603424e-002	5.002449e+000	2.863507e-001
1.025109664194950e-002	5.277518e+000	2.884877e-001
1.025151529008291e-002	5.648879e+000	2.915293e-001
1.025207043003108e-002	6.148882e+000	2.958971e-001
1.025274964458039e-002	6.771107e+000	3.017936e-001
1.025371170794535e-002	7.664604e+000	3.108597e-001
1.025385827902395e-002	7.802120e+000	3.123401e-001
1.025415142118116e-002	8.077465e+000	3.154473e-001
1.025433559042230e-002	8.244575e+000	3.174439e-001
1.025452802403500e-002	8.405926e+000	3.195764e-001
1.025465639019306e-002	8.498281e+000	3.210196e-001
1.025474458113769e-002	8.539976e+000	3.220209e-001
1.025486308467457e-002	8.562960e+000	3.233725e-001
1.025495578769466e-002	8.566906e+000	3.244310e-001
1.025505963455000e-002	8.567101e+000	3.256170e-001
1.025518146889168e-002	8.567231e+000	3.270083e-001
1.025530302916418e-002	8.567849e+000	3.283963e-001
1.025538122496624e-002	8.570550e+000	3.292891e-001
1.025542382736455e-002	8.573178e+000	3.297757e-001
1.025547062908547e-002	8.576045e+000	3.303104e-001
1.025558029943176e-002	8.580329e+000	3.315637e-001
1.025572878900461e-002	8.582132e+000	3.332610e-001
1.025635623920497e-002	8.582466e+000	3.404302e-001
1.025698368940533e-002	8.582713e+000	3.475917e-001
1.025761113960568e-002	8.582876e+000	3.547455e-001
1.025823858980604e-002	8.582954e+000	3.618916e-001
1.025886604000640e-002	8.582946e+000	3.690301e-001
1.025949349020676e-002	8.582854e+000	3.761609e-001
1.026012094040712e-002	8.582676e+000	3.832840e-001
1.028397913624243e-002	8.582750e+000	6.494648e-001
1.030741663624244e-002	8.582820e+000	9.030443e-001
1.034257288624244e-002	8.582921e+000	1.268372e+000
1.038944788624244e-002	8.583048e+000	1.724632e+000
1.043632288624244e-002	8.583168e+000	2.156265e+000
1.048319788624244e-002	8.583281e+000	2.563271e+000
1.053007288624244e-002	8.583387e+000	2.945651e+000
1.057694788624245e-002	8.583487e+000	3.303404e+000
1.062382288624245e-002	8.583580e+000	3.636530e+000
1.067069788624245e-002	8.583666e+000	3.945030e+000
1.073263985052817e-002	8.583772e+000	4.322359e+000
1.079458181481388e-002	8.583870e+000	4.674163e+000
1.085652377909960e-002	8.583962e+000	5.000443e+000
1.091846574338532e-002	8.584047e+000	5.301197e+000
1.098040770767103e-002	8.584125e+000	5.576426e+000
1.104234967195675e-002	8.584195e+000	5.826131e+000
1.110429163624247e-002	8.584259e+000	6.050310e+000
1.111601038624247e-002	8.584275e+000	6.091536e+000
1.113843909488475e-002	8.588281e+000	6.168622e+000
1.114646526225266e-002	8.604746e+000	6.195683e+000
1.115016681747797e-002	8.635059e+000	6.208118e+000
1.115386837270327e-002	8.667053e+000	6.220675e+000
1.115756992792857e-002	8.700728e+000	6.233353e+000
1.116127148315387e-002	8.736082e+000	6.246152e+000
1.116497303837918e-002	8.773118e+000	6.259072e+000
1.116867459360448e-002	8.811834e+000	6.272113e+000
1.117237614882978e-002	8.852230e+000	6.285275e+000
1.117331332869985e-002	8.858635e+000	6.288629e+000
1.117378191863489e-002	8.858426e+000	6.290305e+000
1.117396935460891e-002	8.854434e+000	6.290973e+000
1.117434422655694e-002	8.834126e+000	6.292305e+000
1.117456071241461e-002	8.806433e+000	6.293066e+000
1.117470790939283e-002	8.766602e+000	6.293573e+000
1.117486694309889e-002	8.693480e+000	6.294108e+000
1.117499199187981e-002	8.616470e+000	6.294517e+000
1.117508054246275e-002	8.557285e+000	6.294798e+000
1.117517239256497e-002	8.491430e+000	6.295081e+000
1.117526975479189e-002	8.410961e+000	6.295372e+000
1.117539073059351e-002	8.300502e+000	6.295715e+000
1.117553671428355e-002	8.158626e+000	6.296104e+000
1.117572531816760e-002	7.967619e+000	6.296564e+000
1.117648768674054e-002	7.193848e+000	6.297890e+000
1.117688153112700e-002	6.800709e+000	6.298244e+000
1.117749391059705e-002	6.202106e+000	6.298344e+000
1.117829536718908e-002	5.446199e+000	6.297864e+000
1.117878973325366e-002	5.021620e+000	6.297211e+000
1.117919633472672e-002	4.741891e+000	6.296438e+000
1.117958566655605e-002	4.554642e+000	6.295565e+000
1.117994226494203e-002	4.445238e+000	6.294692e+000
1.118029430737078e-002	4.379990e+000	6.293787e+000
1.118067793802999e-002	4.339396e+000	6.292770e+000
1.118124536111908e-002	4.304304e+000	6.291243e+000
1.118145037275903e-002	4.287297e+000	6.290685e+000
1.118153375473249e-002	4.265756e+000	6.290456e+000
1.118160039535020e-002	4.232028e+000	6.290270e+000
1.118166702180734e-002	4.187865e+000	6.290080e+000
1.118175635083421e-002	4.121542e+000	6.289819e+000
1.118185263659873e-002	4.045511e+000	6.289526e+000
1.118203165191556e-002	3.898623e+000	6.288951e+000
1.118251631681421e-002	3.487012e+000	6.287221e+000
1.118277939354181e-002	3.259030e+000	6.286158e+000
1.118319031344643e-002	2.901886e+000	6.284320e+000
1.118427504014601e-002	1.969308e+000	6.278491e+000
1.118527641708716e-002	1.129480e+000	6.271821e+000
1.118643066103869e-002	1.893745e-001	6.262701e+000
1.118814245244771e-002	-1.141016e+000	6.246257e+000
1.119064230309482e-002	-2.944918e+000	6.216775e+000
1.119404852179294e-002	-5.081841e+000	6.166988e+000
1.119938134450183e-002	-7.945100e+000	6.076949e+000
1.119954949778785e-002	-8.020753e+000	6.073837e+000
1.119988580435988e-002	-8.149193e+000	6.067261e+000
1.120055841750395e-002	-8.386703e+000	6.053945e+000
1.120155213560256e-002	-8.701490e+000	6.034009e+000
1.120200061169573e-002	-8.816624e+000	6.024907e+000
1.120233080366717e-002	-8.864979e+000	6.018154e+000
1.120281661545029e-002	-8.886953e+000	6.008195e+000
1.120308680835499e-002	-8.888122e+000	6.002656e+000
1.120344033125706e-002	-8.887558e+000	5.995413e+000
1.120535412112466e-002	-8.887694e+000	5.956278e+000
1.120726791099226e-002	-8.887801e+000	5.917251e+000
1.120918170085986e-002	-8.887880e+000	5.878334e+000
1.121109549072746e-002	-8.887929e+000	5.839526e+000
1.121300928059505e-002	-8.887950e+000	5.800826e+000
1.121492307046265e-002	-8.887941e+000	5.762236e+000
1.121683686033025e-002	-8.887904e+000	5.723754e+000
1.125475128578707e-002	-8.887999e+000	4.985507e+000
1.129266571124388e-002	-8.888086e+000	4.280483e+000
1.133058013670070e-002	-8.888167e+000	3.608682e+000
1.136849456215752e-002	-8.888242e+000	2.970103e+000
1.140640898761434e-002	-8.888310e+000	2.364747e+000
1.144432341307115e-002	-8.888371e+000	1.792613e+000
1.148223783852797e-002	-8.888426e+000	1.253703e+000
1.150567533852797e-002	-8.888461e+000	9.319288e-001
1.151044460291891e-002	-8.888737e+000	8.676044e-001
1.151521386730985e-002	-8.888887e+000	8.037049e-001
1.151998313170079e-002	-8.888912e+000	7.402303e-001
1.152475239609173e-002	-8.888812e+000	6.771805e-001
1.152952166048266e-002	-8.888586e+000	6.145555e-001
1.153429092487360e-002	-8.888236e+000	5.523553e-001
1.153906018926454e-002	-8.887759e+000	4.905801e-001
1.153998706642905e-002	-8.886838e+000	4.786386e-001
1.154091394359356e-002	-8.885132e+000	4.667159e-001
1.154184082075807e-002	-8.882639e+000	4.548119e-001
1.154276769792258e-002	-8.879362e+000	4.429266e-001
1.154369457508709e-002	-8.875299e+000	4.310600e-001
1.154462145225159e-002	-8.870450e+000	4.192121e-001
1.154554832941610e-002	-8.864816e+000	4.073829e-001
1.154624087857229e-002	-8.854383e+000	3.985777e-001
1.154706460844785e-002	-8.833433e+000	3.881299e-001
1.154760408121033e-002	-8.806745e+000	3.813137e-001
1.154812560968899e-002	-8.754715e+000	3.747660e-001
1.154874148405931e-002	-8.652903e+000	3.670956e-001
1.154906181921893e-002	-8.577163e+000	3.631503e-001
1.154949986309693e-002	-8.449470e+000	3.578264e-001
1.154989662454593e-002	-8.322281e+000	3.530703e-001
1.155026523254947e-002	-8.195486e+000	3.487263e-001
1.155077104790577e-002	-8.009352e+000	3.429064e-001
1.155166751208977e-002	-7.648236e+000	3.330443e-001
1.155346044045778e-002	-6.822241e+000	3.152863e-001
1.155704629719379e-002	-4.896298e+000	2.864634e-001
1.156099403566363e-002	-2.462883e+000	2.644436e-001
1.156377309918502e-002	-5.637481e-001	2.559548e-001
1.156488367528503e-002	2.447120e-001	2.547984e-001
1.156550940372575e-002	7.163669e-001	2.549946e-001
1.156637362196865e-002	1.379862e+000	2.559789e-001
1.156761437361303e-002	2.353509e+000	2.588974e-001
1.156881036123462e-002	3.304519e+000	2.631913e-001
1.156944339778742e-002	3.802250e+000	2.659512e-001
1.156976507608507e-002	4.040146e+000	2.675519e-001
1.156991640624898e-002	4.132599e+000	2.683493e-001
1.156998276183866e-002	4.157771e+000	2.687069e-001
1.157001959777992e-002	4.163399e+000	2.689067e-001
1.157004776646722e-002	4.164641e+000	2.690597e-001
1.157007232413954e-002	4.165014e+000	2.691931e-001
1.157018356944086e-002	4.165356e+000	2.697974e-001
1.157139068801463e-002	4.166698e+000	2.763497e-001
1.157182478878173e-002	4.181946e+000	2.787079e-001
1.157219652020334e-002	4.261980e+000	2.807410e-001
1.157235995784105e-002	4.358022e+000	2.816535e-001
1.157249694350120e-002	4.466798e+000	2.824403e-001
1.157261849189999e-002	4.565045e+000	2.831569e-001
1.157274755365738e-002	4.673923e+000	2.839391e-001
1.157294323672900e-002	4.840307e+000	2.851614e-001
1.157313941675907e-002	5.009265e+000	2.864301e-001
1.157337056054941e-002	5.210824e+000	2.879872e-001
1.157365572694758e-002	5.462176e+000	2.899972e-001
1.157398355276374e-002	5.754471e+000	2.924342e-001
1.157441033078912e-002	6.139435e+000	2.958131e-001
1.157494552476798e-002	6.628516e+000	3.003817e-001
1.157564832154063e-002	7.280211e+000	3.069651e-001
1.157662268117982e-002	8.192294e+000	3.167910e-001
1.157666716278721e-002	8.232473e+000	3.172654e-001
1.157675612600199e-002	8.308026e+000	3.182497e-001
1.157693405243156e-002	8.448414e+000	3.202386e-001
1.157705104722317e-002	8.521776e+000	3.215600e-001
1.157714726759619e-002	8.554495e+000	3.226553e-001
1.157726312283112e-002	8.566067e+000	3.239777e-001
1.157734087023149e-002	8.567056e+000	3.248656e-001
1.157762968140577e-002	8.567820e+000	3.281636e-001
1.157769713853897e-002	8.569146e+000	3.289338e-001
1.157774593514465e-002	8.571455e+000	3.294910e-001
1.157779844673391e-002	8.574747e+000	3.300909e-001
1.157790031368889e-002	8.579511e+000	3.312549e-001
1.157796052920812e-002	8.580912e+000	3.319432e-001
1.157812136942438e-002	8.582321e+000	3.337816e-001
1.160334998523966e-002	8.582558e+000	6.161965e-001
1.162857860105494e-002	8.582755e+000	8.897681e-001
1.165380721687022e-002	8.582914e+000	1.154497e+000
1.167903583268550e-002	8.583033e+000	1.410382e+000
1.170426444850078e-002	8.583114e+000	1.657424e+000
1.172949306431606e-002	8.583156e+000	1.895623e+000
1.175472168013134e-002	8.583158e+000	2.124978e+000
1.178652971584562e-002	8.583236e+000	2.402629e+000
1.181833775155991e-002	8.583310e+000	2.669534e+000
1.185014578727420e-002	8.583381e+000	2.925693e+000
1.188195382298848e-002	8.583450e+000	3.171106e+000
1.191376185870277e-002	8.583515e+000	3.405773e+000
1.194556989441706e-002	8.583578e+000	3.629694e+000
1.197737793013134e-002	8.583637e+000	3.842868e+000
1.198909668013135e-002	8.583659e+000	3.919513e+000
1.200000000000000e-002	8.583675e+000	3.989983e+000
