Freq.	V(vout)
Step Information: C1val=90n  (Run: 1/3)
2.04173794466954e+002	-2.96621531265564e-004,-6.50955275139870e-004
2.06538015581054e+002	-2.97480296793313e-004,-6.61426355865070e-004
2.08929613085405e+002	-2.98305292855416e-004,-6.72010201691701e-004
2.11348903983666e+002	-2.99096262548906e-004,-6.82707636884339e-004
2.13796208950224e+002	-2.99852950696853e-004,-6.93519505282244e-004
2.16271852372703e+002	-3.00575103372823e-004,-7.04446670602207e-004
2.18776162394956e+002	-3.01262467420837e-004,-7.15490016727909e-004
2.21309470960565e+002	-3.01914789971235e-004,-7.26650447985949e-004
2.23872113856835e+002	-3.02531817953032e-004,-7.37928889408854e-004
2.26464430759307e+002	-3.03113297603188e-004,-7.49326286985323e-004
2.29086765276778e+002	-3.03658973973187e-004,-7.60843607897956e-004
2.31739464996849e+002	-3.04168590433367e-004,-7.72481840748812e-004
2.34422881531993e+002	-3.04641888175364e-004,-7.84241995773079e-004
2.37137370566167e+002	-3.05078605712982e-004,-7.96125105041176e-004
2.39883291901950e+002	-3.05478478381847e-004,-8.08132222649632e-004
2.42661009508243e+002	-3.05841237838085e-004,-8.20264424901057e-004
2.45470891568504e+002	-3.06166611556315e-004,-8.32522810473570e-004
2.48313310529558e+002	-3.06454322327185e-004,-8.44908500580025e-004
2.51188643150959e+002	-3.06704087754617e-004,-8.57422639117357e-004
2.54097270554932e+002	-3.06915619752973e-004,-8.70066392806421e-004
2.57039578276888e+002	-3.07088624044307e-004,-8.82840951322709e-004
2.60015956316529e+002	-3.07222799655735e-004,-8.95747527418173e-004
2.63026799189540e+002	-3.07317838417166e-004,-9.08787357034663e-004
2.66072505979882e+002	-3.07373424459328e-004,-9.21961699409176e-004
2.69153480392693e+002	-3.07389233712226e-004,-9.35271837171326e-004
2.72270130807793e+002	-3.07364933404042e-004,-9.48719076433352e-004
2.75422870333818e+002	-3.07300181560446e-004,-9.62304746872963e-004
2.78612116862979e+002	-3.07194626504383e-004,-9.76030201809359e-004
2.81838293126447e+002	-3.07047906356194e-004,-9.89896818272719e-004
2.85101826750393e+002	-3.06859648534118e-004,-1.00390599706745e-003
2.88403150312662e+002	-3.06629469255043e-004,-1.01805916282949e-003
2.91742701400119e+002	-3.06356973035417e-004,-1.03235776407790e-003
2.95120922666640e+002	-3.06041752192227e-004,-1.04680327326107e-003
2.98538261891798e+002	-3.05683386343936e-004,-1.06139718679778e-003
3.01995172040204e+002	-3.05281441911182e-004,-1.07614102511322e-003
3.05492111321553e+002	-3.04835471617155e-004,-1.09103633267041e-003
3.09029543251361e+002	-3.04345013987416e-004,-1.10608467799708e-003
3.12607936712398e+002	-3.03809592849028e-004,-1.12128765370820e-003
3.16227766016840e+002	-3.03228716828786e-004,-1.13664687652448e-003
3.19889510969142e+002	-3.02601878850316e-004,-1.15216398728678e-003
3.23593656929630e+002	-3.01928555629896e-004,-1.16784065096688e-003
3.27340694878840e+002	-3.01208207170660e-004,-1.18367855667441e-003
3.31131121482593e+002	-3.00440276255074e-004,-1.19967941766038e-003
3.34965439157830e+002	-2.99624187935353e-004,-1.21584497131719e-003
3.38844156139205e+002	-2.98759349021594e-004,-1.23217697917533e-003
3.42767786546453e+002	-2.97845147567380e-004,-1.24867722689680e-003
3.46736850452534e+002	-2.96880952352536e-004,-1.26534752426534e-003
3.50751873952571e+002	-2.95866112362853e-004,-1.28218970517352e-003
3.54813389233578e+002	-2.94799956266390e-004,-1.29920562760664e-003
3.58921934645008e+002	-2.93681791886179e-004,-1.31639717362362e-003
3.63078054770104e+002	-2.92510905668960e-004,-1.33376624933467e-003
3.67282300498088e+002	-2.91286562149684e-004,-1.35131478487596e-003
3.71535229097175e+002	-2.90008003411500e-004,-1.36904473438102e-003
3.75837404288447e+002	-2.88674448540936e-004,-1.38695807594905e-003
3.80189396320564e+002	-2.87285093077887e-004,-1.40505681160985e-003
3.84591782045357e+002	-2.85839108460225e-004,-1.42334296728555e-003
